ID,Learner ID,School ID,Class ID,Session ID,Play Time,Learning Unit,Subject,Strand,Substrand,Outcome,Foreground Duration,Score
f39f3e3d-970e-4dc8-b748-8de446f650b3,a6c7e5d70878aa029974f071c64589f3,d6d9fb13fb14b4c72f25cf6c8ad7bcb9,821cd758bdd9f14ffb991d1693ed78ce,54e6ab97-970b-4e72-afd4-462b1708a378,"Sep 20, 2023, 10:49",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Success,"420,453",0.18
f2603a36-64d7-43b7-955b-cc84f31f90d4,9a4e85dc8afe2cf342a8db2bc3b698fa,56116aa547db57134f1d9d486fb8c5ae,fce733af4bbf237c27293c12f79b6fe2,d3b2dbc8-d9c9-4c2f-a1f3-d1ffe2256a9a,"Oct 13, 2023, 11:53",OneCourse:OC_TalkingHead.a5dd,Language,Listening  ,1.6 Auditory memory,Success,"118,282",0.24
cf5f121f-ca9a-4e7e-a954-27f277aeb647,35d2a2c155e5a5f254f85090e88a2837,2a32133bfbb3d9e66f385d6965229ec8,5e3ff005367adfcfcaf84d2c9221f15f,352ccd30-ab7f-468d-b292-6301e3da8967,"Sep 8, 2023, 06:43",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"144,135",0.78
d3c2dd2e-fc18-414f-91ba-370d08af1d00,347637200b44f488917327ab57dde447,842ffea578a591c9e9756e420f007a50,eccbd1288491ca4d2bd9de85ebdf4908,29d9dc93-2ab8-4007-9208-fab5b41d1d74,"Sep 13, 2023, 06:37",OneCourse:OC_TalkingHead.a5dd,Language,Listening  ,1.6 Auditory memory,Success,"88,700",1.0
30625c71-1e35-430a-90aa-d1bc89038230,3ef8647ccd66b74e45722d817185415b,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,131f0a8d-166b-425f-a2f0-25418441b9fc,"Sep 13, 2023, 09:04",OneCourse:OC_TalkingHead.1dac,Language,Listening  ,1.6 Auditory memory,Success,"82,575",0.9
c50718be-a04c-4dba-acae-d877c6ee89fe,10ab661a3fecc34241bbe0592b6932b2,0016936a92d4d0d9a75b3d090dbd82e5,84fd7ff15388cc9679d286b0a966fce7,47c6e24b-c202-4430-a1bf-d2af5e23ec8a,"Sep 14, 2023, 08:43",OneCourse:OC_TalkingHead.3dba,Language,Listening  ,1.6 Auditory memory,TimeoutInactivity,"215,919",0.3076
7f5ebbe6-7a58-4afc-8af0-b7fa70c82510,095f9f8b99be5a67ed7218c2f0ba83d0,c5e4603fd9dd866e50d8590ce79d2b69,6b1967a156c725aeff0e7bd340be48a3,73e1c4bc-1795-4b95-878b-97654b9eeecd,"Oct 19, 2023, 07:50",OneCourse:OC_TalkingHead.5a16,Language,Listening  ,1.6 Auditory memory,Abort,"1,138",0.0
dcd0e707-34ce-4bc8-9ddb-df22bb663aab,ba8d2a811a3e165392efee40da9dcd4a,c8e66310b4f9406e344c7627330ccefd,f0f62a56e371adcf4d5d534f44c6dfc9,d870be9f-6887-48b3-8597-a337a859932f,"Oct 4, 2023, 07:17",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Success,"139,601",0.12
6d162267-74c4-474d-8708-aba7b01632ba,0635b4f456ec37fe27e340d0579a2440,7958ff3cc99f116be5718562ae3c6608,7d9b452ab23053361bdd3c2a31627326,805f26fd-ef62-4f1d-b951-84d3eb28e77a,"Sep 8, 2023, 05:02",OneCourse:OC_TalkingHead.ce7e,Language,Listening  ,1.6 Auditory memory,Success,"87,897",0.67
8d688ded-6323-43e8-b3ad-74681807bc0c,93cab768979b3dc13df0cd7d58211b77,dfb0eefe8366aea9e71a214f82eaa36d,37d2f2081bd9178ae0516cf7b6de5cc4,03820eeb-3080-4310-bcbc-4f7a430a0bb0,"Sep 22, 2023, 10:42",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Success,"114,155",0.62
55ec33e8-57c6-4415-82c7-7ee6baea09e2,f15570bcbc38f99a9b335608c79513cf,abb3babd66522eda21982e2242a361d2,8d4d258c4db78d4abe8944ff092c524f,4c0d84bc-1c70-4aea-b374-1d8e297d4656,"Oct 5, 2023, 13:41",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,TimeoutInactivity,"207,875",1.0
8a992047-7f99-4161-90c2-9768e18df67b,b82b4a165730c59ea9a65b030c6f9ab7,a5e232b78c3cc599d4a3fc0468fdf4c3,fe44af07d2390ea6afcd858f024fb01e,059b3223-06d0-4082-aa5e-abb9d9e425ae,"Oct 17, 2023, 07:37",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Success,"249,699",0.67
7502f2a3-a579-4145-8da2-895a4254831b,c047d69fbf19cd71fabd6a0a9be8798c,13dccb00ab827deafc2e74b036c1ce72,995685b223c291647087a1279dd2d3a9,ad12b0ef-d182-4625-991f-d79a8d606815,"Sep 14, 2023, 07:13",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Abort,"13,936",0.0
7e60898e-904a-4d77-bc50-d986c6df6731,b62e4b7774042973a5e4f206297146e3,b15bd6e2ffab7fd55e670c0bfbfd9883,f2e9602313a1110f5c8318b4cb8fe4fe,a56167f0-ef31-4fe5-9b09-85124f9ec46e,"Oct 9, 2023, 09:03",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Abort,"2,015",0.0
1ba9073e-8f11-44f3-bb4e-a6b4e82ca0f6,0879eca9fd6dd799483230619519ba62,a5e232b78c3cc599d4a3fc0468fdf4c3,fe44af07d2390ea6afcd858f024fb01e,94a22854-bd76-456a-b208-ae196fe79c38,"Sep 29, 2023, 07:35",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Success,"110,687",0.8
a5bf535b-c63a-41f1-9310-5ed1dbf8fe2d,a2ddd0159397c002adfd9ce7b483e0d9,0c0734f982a2c8c91781201e6242346d,ac6d08e7508c13ddcf853660926b75f6,9708f815-105a-4b1c-8737-81ff78e25243,"Sep 26, 2023, 09:33",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,TimeoutInactivity,"124,704",0.0
e6e56d8e-d5eb-46a6-93fd-628b82604974,3b66968161777a15d3342b3b83b77f91,fbcdc3f92cdad1fbb7b0f4280a2621d9,6f55e49edcfa764ade35a7436242b47a,c0937110-e611-47fb-a087-dc161d55c052,"Sep 20, 2023, 07:24",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Error,0,
774d99b5-64eb-43e3-8c8d-579cc68a9cf0,39dc341119fe629235d4109849c4ec80,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,a43dce86-db9b-4c31-b9d8-cbe89fd10b57,"Sep 13, 2023, 12:14",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"87,059",1.0
e282430c-a49b-4909-bcff-f3334b5f47a6,2d70d3ef98f6cd7c5935694abeb455ec,6e325d71c53a5fb938dd7d1f01460bf6,ca385c7e60ca10c9029ca2ac403cbc69,3e5d6259-c760-4ba7-b2ab-ea8cecd67e40,"Sep 9, 2023, 05:08",OneCourse:OC_PhraseSentenceType.7864,Language,Reading,3.3 print Awareness,TimeoutInactivity,"147,043",0.0
0cf46fc3-38e1-4438-8188-1f7750229317,1a181e78e4d6c69c7d34ddbb6933953c,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,74189232-24f4-4b6f-8736-e8029e9b7c63,"Sep 26, 2023, 07:50",OneCourse:OC_TalkingHead.ce7e,Language,Listening  ,1.6 Auditory memory,Success,"121,758",0.32
c0f23a4c-9abc-4ee5-8cf2-9e89e0258d70,edc2f9e01352c2f8621d2cab08a5dde6,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,7ec54972-9c11-43e3-a6da-ab2b7ae7da8c,"Sep 15, 2023, 09:08",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Abort,"8,633",0.0
285ad516-e1f4-4f05-8834-1b452ddaf461,67754330dfde10314974f6ab4a661bb9,56116aa547db57134f1d9d486fb8c5ae,fce733af4bbf237c27293c12f79b6fe2,1e60ecad-d815-4b68-ba63-c4554466c36d,"Oct 4, 2023, 04:34",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Abort,"3,361",0.0
acb8a554-e93a-4edc-abbc-11c4e0eae4f1,8d27965fd0b5e0e9a7bba7e7d81b0443,a5e232b78c3cc599d4a3fc0468fdf4c3,fe44af07d2390ea6afcd858f024fb01e,f2657f27-1cf9-4022-999a-a5226dbee68e,"Sep 19, 2023, 07:36",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,Success,"162,929",1.0
62f63926-ea69-4be9-9525-641a2ccae7bf,5939ea1f6092244e45d82f9ef7aafc47,c5e4603fd9dd866e50d8590ce79d2b69,bf3171ba387093c540a57972992944e2,be7b9b87-c5ef-4622-a1dd-b1228d800866,"Oct 13, 2023, 07:07",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Abort,"55,047",0.67
21d1ad7a-7bc9-4c7e-bb49-d81bc7816b5c,550a5762ce1fd81a99e250266c7be446,19861f4daeeadc46a229d954d091bf40,9f34f5543502141d20c01ab73a57b210,fefd09a0-74a8-4b87-9924-1996b495de01,"Sep 26, 2023, 17:53",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,TimeoutInactivity,"180,665",0.33
610b4879-5a7a-4d55-9111-e590de8a96dd,8b1b6335ef153dd616728e5cefc6e7d8,c6f683fef7e9d36837e7ab4841e0998b,b1e07c9557161ed7ce0a427191dce411,8417391a-5834-4d2f-bba1-36d917cb02e3,"Oct 5, 2023, 09:24",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,TimeUp,"234,146",0.1052
47240949-1444-47e1-988b-f7b839eda201,35fc933d0c11beebf7ad5f69b51bda56,c65d84c28b8f4637ba12a848b8d9371d,c8014707d1e71d0685b2292aa3c8ead9,ec8dd273-eeb1-4aab-9dd0-d427fe17319b,"Oct 6, 2023, 07:50",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,Abort,"260,954",0.029
9681ba89-44ef-4317-8d1f-fe44655b5ddf,35fc933d0c11beebf7ad5f69b51bda56,c65d84c28b8f4637ba12a848b8d9371d,c8014707d1e71d0685b2292aa3c8ead9,77b3b149-0c8b-4f54-ae6e-d44c1de9e17b,"Oct 25, 2023, 05:50",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,TimeoutInactivity,"171,848",0.0
b62cb6e2-4062-4d95-9d6e-4d05a8f1cc8b,7cdd082c27311249c2f5481c3ebb496a,c5e4603fd9dd866e50d8590ce79d2b69,6b1967a156c725aeff0e7bd340be48a3,fbd4d521-c9c7-4cf9-9dcf-c8dd0d6ee596,"Oct 12, 2023, 08:39",OneCourse:OC_TalkingHead.a5dd,Language,Listening  ,1.6 Auditory memory,Abort,"2,998",0.0
f5004d01-2094-4d99-9b44-098b917bafd7,4d73b5e859553928f25463bb5a9f3a3b,00b8a145665d361e0282fd8234909dbc,6f01704f40fc9139452b64d9728460bc,2920f9b7-a3a1-4be4-998f-73924d4b8957,"Oct 3, 2023, 12:11",OneCourse:OC_TalkingHead.a5dd,Language,Listening  ,1.6 Auditory memory,Success,"78,953",0.6
9e10a094-9ccd-4955-b670-0b16ba5de822,4d1b54581b05dfd49ea5d823eb8cd869,13dccb00ab827deafc2e74b036c1ce72,475f2a07c9108d3aecc13b26bbfb6a5f,1a4a1e9c-f21f-4e51-862c-5d31ef984747,"Sep 22, 2023, 06:18",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Success,"263,355",0.073
bc05683c-0e2a-4899-b537-162e8bc8ba6d,14d74d4a10cf7a7486c25cb35eb2e3ff,77ca52c1b7470fff243334e8be8651f6,1ea45ca1b5be176f207cea3dca7dbbba,4e62e62f-3a48-4cb7-b979-6cc043a3b2fd,"Sep 13, 2023, 05:23",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Abort,"3,802",0.0
6c3c6d2e-0543-4da7-9e1e-b11d9f97c565,34e99b206091f4f332828db907181bf3,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,4d069a6e-150a-40d2-b6d4-a5475fd24f43,"Sep 20, 2023, 05:10",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"93,788",0.75
141cde35-0302-4a17-93ce-f9c5445ffa95,c2b237fc3abc3e86f4ce11f5dc81e682,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,db2ac9cb-b7d7-4c37-b7dd-aa26d7a88876,"Sep 11, 2023, 09:44",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Success,"145,371",0.73
c04d5e76-8a9f-41a6-a3ac-824daa72ada6,73c11ca7828bcbf8af22c381a0fe8ce0,d6d9fb13fb14b4c72f25cf6c8ad7bcb9,821cd758bdd9f14ffb991d1693ed78ce,6c4cf68f-5745-4f97-b4c7-e0a5775e1530,"Oct 23, 2023, 11:22",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Abort,"2,555",0.0
6a828e17-b845-41e9-833f-6f2e9bb9e5a0,3c90f05f2514fef4e55e7d5ff8e945e0,c5e4603fd9dd866e50d8590ce79d2b69,6b1967a156c725aeff0e7bd340be48a3,d3f35782-3b28-48ad-87d4-4ed3ca9233d9,"Oct 12, 2023, 08:25",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Abort,"2,148",0.0
f90ec593-fa88-4686-9313-b3f4eab02c10,b759fb739ebce5dcc1e8a4f2b020a2bc,d17a697b4302383b43237ac2b9058bf0,262ecbf4ded932ccc95a634b382609ee,ba6a1da8-2041-4146-b0f5-59e98b4de007,"Oct 14, 2023, 08:12",OneCourse:OC_PhraseSentenceType.9b09,Language,Reading,3.3 print Awareness,Success,"212,480",0.5
03eef071-4348-485b-897b-ab3c315916ef,e707873b6a3ff70dc61f9fb52c6134d3,2a32133bfbb3d9e66f385d6965229ec8,5e3ff005367adfcfcaf84d2c9221f15f,5df09876-f751-4cea-8001-779dc525ef52,"Oct 11, 2023, 16:23",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Success,"85,008",0.67
c14268b7-6903-4df6-8560-f7aa8c34ca8e,b07d62addd401082b92ad0e2e2e54763,c65d84c28b8f4637ba12a848b8d9371d,c8014707d1e71d0685b2292aa3c8ead9,9daec3c7-2903-4c43-8f8c-ce57bf504b51,"Oct 18, 2023, 04:36",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Abort,"95,549",0.63
ee0c29c6-0a12-4431-923b-c7168fea3bf5,f89f46425d80773ddb817844dfcc133b,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,43c27887-ff9d-46f7-a670-727533546506,"Sep 11, 2023, 09:48",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Success,"242,907",0.53
e26b87c7-f688-4a53-a879-81cb0ef2c451,aee7a6b0b81bf812bc435d0421fe4bc9,6e325d71c53a5fb938dd7d1f01460bf6,ca385c7e60ca10c9029ca2ac403cbc69,3e16347e-fc12-4146-9a6c-17bf0b17ccfa,"Sep 13, 2023, 14:31",OneCourse:OC_PhraseSentenceType.71cf,Language,Reading,3.3 print Awareness,Success,"239,874",0.5
6d366efb-03bf-4c6a-9510-9cd73fb06ada,796d9f89ba98c8d5ee1ae25805b0bb5a,ae1812bef635dcedc3fe04b25011a890,a9d5a0c2ed99e8ba85c4a7077a92e64f,43faecbe-2fd8-4d1e-9faa-c696e49daa5b,"Oct 2, 2023, 11:33",OneCourse:OC_TalkingHead.1dac,Language,Listening  ,1.6 Auditory memory,Abort,"9,985",0.0
a7db94e3-3a73-4d41-a406-88a7ccaa9fef,3c68670199a0fb48c12d36640103b3b2,7958ff3cc99f116be5718562ae3c6608,7d9b452ab23053361bdd3c2a31627326,e70a635c-6ac3-46e6-81f5-4aee49e82e50,"Sep 20, 2023, 08:57",OneCourse:OC_TalkingHead.3dba,Language,Listening  ,1.6 Auditory memory,Abort,"30,187",0.67
ee03f932-33df-41a1-b695-149b9a68e757,b99f0db01a5e340c519414d2a7271c7b,56116aa547db57134f1d9d486fb8c5ae,fce733af4bbf237c27293c12f79b6fe2,8dd86746-6849-43cc-a191-aaf9c849342c,"Sep 28, 2023, 05:14",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Success,"172,233",0.57
7dac2b9d-e8fa-4096-b8c2-b26b495ac89e,36cce568057792d5b99d96b4c3374cc6,2a32133bfbb3d9e66f385d6965229ec8,5e3ff005367adfcfcaf84d2c9221f15f,0ffb1556-ab80-431b-a6cc-d73c568e488c,"Sep 11, 2023, 09:23",OneCourse:OC_TalkingHead.3dba,Language,Listening  ,1.6 Auditory memory,Success,"57,989",0.38
9983141a-364d-45b4-84ce-205158cd8370,3fbe0d5c03c1101d96250862db5c0efd,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,f7623c5f-2ad1-4471-9dd3-1461c94bbdd9,"Sep 11, 2023, 12:21",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"88,673",1.0
0d2ab53c-3c5d-4a7d-8ded-d9487815b9c6,7bc370f9b978779b010100341d80d7fd,dfb0eefe8366aea9e71a214f82eaa36d,37d2f2081bd9178ae0516cf7b6de5cc4,ff8a8dd0-4d21-4a89-9796-1e0229cafc96,"Sep 22, 2023, 08:57",OneCourse:OC_TalkingHead.2360,Language,Listening  ,1.6 Auditory memory,Success,"108,742",1.0
8c9d13ce-d43c-49fd-a2e1-2b197d1b5d9f,2c09689168cf65300ad92dd75d2f1a54,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,da93800f-8451-4351-b221-4bede527a010,"Sep 20, 2023, 12:54",OneCourse:OC_TalkingHead.ce7e,Language,Listening  ,1.6 Auditory memory,Success,"121,709",0.8
ad1fec1f-270d-4790-afe2-5b87bfb3d0a0,3b3db28b996fedc8f8569913d31b51b2,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,4b308ec2-2d71-4806-a7db-1dd872724b76,"Sep 15, 2023, 08:52",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"137,325",0.9
2197e3fb-aa49-496d-8409-d8f92661192f,ad790d0bf35b1abcfddbdd5704cfbaee,846b8e98464b88611faeb4d6c1b87e1b,44530f9f3628774cc1f95ebad97b1579,c8420418-b7c2-4b17-8cd1-747ef33583ba,"Sep 14, 2023, 08:23",OneCourse:OC_TalkingHead.ce7e,Language,Listening  ,1.6 Auditory memory,Error,0,
37e4bf56-11a8-4bc2-9d8e-3caae6126f61,dfd0711a3fca5f5100b448a72ced9e76,19861f4daeeadc46a229d954d091bf40,9f34f5543502141d20c01ab73a57b210,3568fc56-b373-4321-9902-52af420a9bd3,"Oct 23, 2023, 10:29",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"144,330",0.32
89137ab5-d7c2-46ff-8e85-00900e4ece20,4c079ed95d7da41fece4975ce8b25246,2a32133bfbb3d9e66f385d6965229ec8,5e3ff005367adfcfcaf84d2c9221f15f,83680031-5518-4da6-9918-59100e56c21d,"Sep 12, 2023, 11:40",OneCourse:OC_TalkingHead.a5dd,Language,Listening  ,1.6 Auditory memory,Success,"73,343",0.86
cde65571-4a7f-4eec-80eb-bd2410708b8b,7ea5f621c1ef86e52e9b717678ff6a88,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,5fc1b363-e07b-4744-8525-41e7c2c457c6,"Sep 13, 2023, 09:20",OneCourse:OC_TalkingHead.a5dd,Language,Listening  ,1.6 Auditory memory,Success,"71,706",1.0
9883f279-ba17-48d1-b795-c96f54913e1f,3ef8647ccd66b74e45722d817185415b,2475250c1a2161e934a992047fdefd5e,d574c906d05f1a4c577ccccd71ab4ff7,f1d2e667-3679-43a7-a0e3-45b28e557af8,"Sep 15, 2023, 08:36",OneCourse:OC_TalkingHead.23de,Language,Listening  ,1.6 Auditory memory,Success,"81,352",1.0
d84b8dc0-763f-4dc8-8258-6dc121c2d514,10ab661a3fecc34241bbe0592b6932b2,0016936a92d4d0d9a75b3d090dbd82e5,84fd7ff15388cc9679d286b0a966fce7,0cbc1c76-3898-49fe-b947-a8cc9485a13b,"Oct 13, 2023, 05:26",OneCourse:OC_PhraseSentenceType.5dd1,Language,Reading,3.3 print Awareness,TimeoutInactivity,"224,496",0.0
08a87f60-1008-4359-9f43-e669561457e2,10ab661a3fecc34241bbe0592b6932b2,0016936a92d4d0d9a75b3d090dbd82e5,84fd7ff15388cc9679d286b0a966fce7,71ff822f-aa14-47f7-9a4b-db8a225660cf,"Sep 30, 2023, 18:09",OneCourse:OC_PhraseSentenceType.df02,Language,Reading,3.3 print Awareness,Abort,"3,872",0.0
ec07018d-d0f8-403f-b2c4-32b9bbad5583,095f9f8b99be5a67ed7218c2f0ba83d0,c5e4603fd9dd866e50d8590ce79d2b69,6b1967a156c725aeff0e7bd340be48a3,ee99ecf0-9046-4c5b-92c8-4207591dde7c,"Oct 19, 2023, 07:15",OneCourse:OC_TalkingHead.a5dd,Language,Listening  ,1.6 Auditory memory,Abort,"12,352",1.0
7a267ba2-5458-425b-a882-3fd53225a679,ba8d2a811a3e165392efee40da9dcd4a,c8e66310b4f9406e344c7627330ccefd,f0f62a56e371adcf4d5d534f44c6dfc9,df9f839b-f5ab-4c1f-bcc4-c300b0cf6908,"Oct 6, 2023, 08:10",OneCourse:OC_PhraseSentenceType.7864,Language,Reading,3.3 print Awareness,Abort,"26,059",0.0
a3becafd-17b5-44e9-b063-2e8e5e10b384,40f959bb1a1053e64ccc8c66faee11d5,7958ff3cc99f116be5718562ae3c6608,7d9b452ab23053361bdd3c2a31627326,1eaac099-4bee-4e3e-80fd-2d67276199a0,"Sep 18, 2023, 11:01",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"138,917",0.44
da7bd8f7-18d9-47f2-a624-30bd85acf688,947b5b61877efb5ad4469a4e18805e18,dfb0eefe8366aea9e71a214f82eaa36d,37d2f2081bd9178ae0516cf7b6de5cc4,9710b34a-84d7-4668-b2ca-5788c0a87e98,"Sep 22, 2023, 10:10",OneCourse:OC_TalkingHead.5352,Language,Listening  ,1.6 Auditory memory,Success,"110,908",0.78
d3da323f-228c-46dc-830d-c4084e9fecd1,8fd2fc9fc75c3b4a61db598810d08b5e,56116aa547db57134f1d9d486fb8c5ae,fce733af4bbf237c27293c12f79b6fe2,5f0b0b54-6908-4be4-9741-8b9f44794b3a,"Sep 27, 2023, 11:16",OneCourse:OC_PhraseSentenceType.4dd8,Language,Reading,3.3 print Awareness,Abort,"2,205",0.0
